x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,y-count
110,103,99,100,4,6,6,5,84
103,99,100,84,6,6,5,5,84
99,100,84,84,6,5,5,4,71
100,84,84,71,5,5,4,4,64
84,84,71,64,5,4,4,4,69
84,71,64,69,4,4,4,3,56
71,64,69,56,4,4,3,2,52
64,69,56,52,4,3,2,6,45
69,56,52,45,3,2,6,4,40
56,52,45,40,2,6,4,5,29
52,45,40,29,6,4,5,6,15
45,40,29,15,4,5,6,6,12
40,29,15,12,5,6,6,9,7
29,15,12,7,6,6,9,3,0
15,12,7,0,6,9,3,0,2
12,7,0,2,9,3,0,3,0
7,0,2,0,3,0,3,0,1
0,2,0,1,0,3,0,3,0
2,0,1,0,3,0,3,0,0
0,1,0,0,0,3,0,0,1
1,0,0,1,3,0,0,3,0
0,0,1,0,0,0,3,0,1
0,1,0,1,0,3,0,3,0
1,0,1,0,3,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,3,0
0,0,3,0,0,0,3,0,2
0,3,0,2,0,3,0,3,0
3,0,2,0,3,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,1
0,0,1,1,0,0,3,3,1
0,1,1,1,0,3,3,3,0
1,1,1,0,3,3,3,0,0
1,1,0,0,3,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,1
0,0,1,1,0,0,3,3,0
0,1,1,0,0,3,3,0,0
1,1,0,0,3,3,0,0,1
1,0,0,1,3,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,1
1,0,0,1,3,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,2
1,0,0,2,3,0,0,3,7
0,0,2,7,0,0,3,3,8
0,2,7,8,0,3,3,3,7
2,7,8,7,3,3,3,2,3
7,8,7,3,3,3,2,1,8
8,7,3,8,3,2,1,1,6
7,3,8,6,2,1,1,1,9
3,8,6,9,1,1,1,1,9
8,6,9,9,1,1,1,1,9
6,9,9,9,1,1,1,2,11
9,9,9,11,1,1,2,7,13
9,9,11,13,1,2,7,1,23
9,11,13,23,2,7,1,1,23
11,13,23,23,7,1,1,4,33
13,23,23,33,1,1,4,6,36
23,23,33,36,1,4,6,2,52
23,33,36,52,4,6,2,2,47
33,36,52,47,6,2,2,5,61
36,52,47,61,2,2,5,6,69
52,47,61,69,2,5,6,5,75
47,61,69,75,5,6,5,6,82
61,69,75,82,6,5,6,7,82
69,75,82,82,5,6,7,5,95
75,82,82,95,6,7,5,7,111
82,82,95,111,7,5,7,5,102
82,95,111,102,5,7,5,5,120
95,111,102,120,7,5,5,5,115
111,102,120,115,5,5,5,6,134
102,120,115,134,5,5,6,5,129
120,115,134,129,5,6,5,4,135
115,134,129,135,6,5,4,4,120
134,129,135,120,5,4,4,4,114
129,135,120,114,4,4,4,6,125
135,120,114,125,4,4,6,5,108
120,114,125,108,4,6,5,7,92
114,125,108,92,6,5,7,6,90
125,108,92,90,5,7,6,5,72
108,92,90,72,7,6,5,4,88
92,90,72,88,6,5,4,6,61
90,72,88,61,5,4,6,5,65
72,88,61,65,4,6,5,6,49
88,61,65,49,6,5,6,7,54
61,65,49,54,5,6,7,6,36
65,49,54,36,6,7,6,6,15
49,54,36,15,7,6,6,3,15
54,36,15,15,6,6,3,6,7
36,15,15,7,6,3,6,7,0
15,15,7,0,3,6,7,0,2
15,7,0,2,6,7,0,3,0
7,0,2,0,7,0,3,0,1
0,2,0,1,0,3,0,3,0
2,0,1,0,3,0,3,0,0
0,1,0,0,0,3,0,0,1
1,0,0,1,3,0,0,3,1
0,0,1,1,0,0,3,3,0
0,1,1,0,0,3,3,0,0
1,1,0,0,3,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,6,0
0,0,3,0,0,0,6,0,2
0,3,0,2,0,6,0,6,0
3,0,2,0,6,0,6,0,0
0,2,0,0,0,6,0,0,0
2,0,0,0,6,0,0,0,1
0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,1,0,1
0,1,0,1,0,1,0,1,0
1,0,1,0,1,0,1,0,1
0,1,0,1,0,1,0,1,0
1,0,1,0,1,0,1,0,0
0,1,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,3
0,1,1,3,0,1,1,1,0
1,1,3,0,1,1,1,0,0
1,3,0,0,1,1,0,0,0
3,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,8,0
0,0,1,0,0,0,8,0,0
0,1,0,0,0,8,0,0,0
1,0,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,8,0
0,0,1,0,0,0,8,0,1
0,1,0,1,0,8,0,8,4
1,0,1,4,8,0,8,7,5
0,1,4,5,0,8,7,5,5
1,4,5,5,8,7,5,2,3
4,5,5,3,7,5,2,1,8
5,5,3,8,5,2,1,1,7
5,3,8,7,2,1,1,1,14
3,8,7,14,1,1,1,2,14
8,7,14,14,1,1,2,6,21
7,14,14,21,1,2,6,5,23
14,14,21,23,2,6,5,4,31
14,21,23,31,6,5,4,4,29
21,23,31,29,5,4,4,4,37
23,31,29,37,4,4,4,5,37
31,29,37,37,4,4,5,8,48
29,37,37,48,4,5,8,5,49
37,37,48,49,5,8,5,4,52
37,48,49,52,8,5,4,5,57
48,49,52,57,5,4,5,4,61
49,52,57,61,4,5,4,4,64
52,57,61,64,5,4,4,4,70
57,61,64,70,4,4,4,5,70
61,64,70,70,4,4,5,5,80
64,70,70,80,4,5,5,6,82
70,70,80,82,5,5,6,6,77
70,80,82,77,5,6,6,6,75
80,82,77,75,6,6,6,4,69
82,77,75,69,6,6,4,6,70
77,75,69,70,6,4,6,5,66
75,69,70,66,4,6,5,9,59
69,70,66,59,6,5,9,7,50
70,66,59,50,5,9,7,2,43
66,59,50,43,9,7,2,3,52
59,50,43,52,7,2,3,7,43
50,43,52,43,2,3,7,6,34
43,52,43,34,3,7,6,7,29
52,43,34,29,7,6,7,4,33
43,34,29,33,6,7,4,2,23
34,29,33,23,7,4,2,1,7
29,33,23,7,4,2,1,1,8
33,23,7,8,2,1,1,1,5
23,7,8,5,1,1,1,1,0
7,8,5,0,1,1,1,0,1
8,5,0,1,1,1,0,1,0
5,0,1,0,1,0,1,0,12
0,1,0,12,0,1,0,1,9
1,0,12,9,1,0,1,1,0
0,12,9,0,0,1,1,0,2
12,9,0,2,1,1,0,1,0
9,0,2,0,1,0,1,0,1
0,2,0,1,0,1,0,1,0
2,0,1,0,1,0,1,0,0
0,1,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0
1,1,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,2
0,0,1,2,0,0,1,1,1
0,1,2,1,0,1,1,1,0
1,2,1,0,1,1,1,0,0
2,1,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,1,0,2
0,1,0,2,0,1,0,10,0
1,0,2,0,1,0,10,0,0
0,2,0,0,0,10,0,0,0
2,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,1,1
0,0,2,1,0,0,1,1,0
0,2,1,0,0,1,1,0,0
2,1,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,3
0,0,0,3,0,0,0,1,0
0,0,3,0,0,0,1,0,0
0,3,0,0,0,1,0,0,0
3,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,1,2
0,0,1,2,0,0,1,1,0
0,1,2,0,0,1,1,0,0
1,2,0,0,1,1,0,0,0
2,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,4
0,0,1,4,0,0,1,1,3
0,1,4,3,0,1,1,1,2
1,4,3,2,1,1,1,1,3
4,3,2,3,1,1,1,1,4
3,2,3,4,1,1,1,1,4
2,3,4,4,1,1,1,1,4
3,4,4,4,1,1,1,1,6
4,4,4,6,1,1,1,1,7
4,4,6,7,1,1,1,1,10
4,6,7,10,1,1,1,4,12
6,7,10,12,1,1,4,3,17
7,10,12,17,1,4,3,4,18
10,12,17,18,4,3,4,4,26
12,17,18,26,3,4,4,5,22
17,18,26,22,4,4,5,5,34
18,26,22,34,4,5,5,6,32
26,22,34,32,5,5,6,2,38
22,34,32,38,5,6,2,2,37
34,32,38,37,6,2,2,6,49
32,38,37,49,2,2,6,5,43
38,37,49,43,2,6,5,4,56
37,49,43,56,6,5,4,4,53
49,43,56,53,5,4,4,4,57
43,56,53,57,4,4,4,4,62
56,53,57,62,4,4,4,4,68
53,57,62,68,4,4,4,4,65
57,62,68,65,4,4,4,4,65
62,68,65,65,4,4,4,3,60
68,65,65,60,4,4,3,8,62
65,65,60,62,4,3,8,7,59
65,60,62,59,3,8,7,6,52
60,62,59,52,8,7,6,6,53
62,59,52,53,7,6,6,6,39
59,52,53,39,6,6,6,1,43
52,53,39,43,6,6,1,6,38
53,39,43,38,6,1,6,4,36
39,43,38,36,1,6,4,7,28
43,38,36,28,6,4,7,4,27
38,36,28,27,4,7,4,4,25
36,28,27,25,7,4,4,2,19
28,27,25,19,4,4,2,2,8
27,25,19,8,4,2,2,4,7
25,19,8,7,2,2,4,5,3
19,8,7,3,2,4,5,6,0
8,7,3,0,4,5,6,0,6
7,3,0,6,5,6,0,8,0
3,0,6,0,6,0,8,0,1
0,6,0,1,0,8,0,4,0
6,0,1,0,8,0,4,0,1
0,1,0,1,0,4,0,3,0
1,0,1,0,4,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,3,0
0,0,1,0,0,0,3,0,1
0,1,0,1,0,3,0,3,0
1,0,1,0,3,0,3,0,2
0,1,0,2,0,3,0,4,0
1,0,2,0,3,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,1
0,0,0,1,0,0,0,6,1
0,0,1,1,0,0,6,9,0
0,1,1,0,0,6,9,0,0
1,1,0,0,6,9,0,0,0
1,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,9,0
0,0,1,0,0,0,9,0,2
0,1,0,2,0,9,0,6,0
1,0,2,0,9,0,6,0,0
0,2,0,0,0,6,0,0,1
2,0,0,1,6,0,0,6,0
0,0,1,0,0,0,6,0,0
0,1,0,0,0,6,0,0,0
1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,5,0
0,0,1,0,0,0,5,0,0
0,1,0,0,0,5,0,0,0
1,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5
0,0,0,5,0,0,0,5,3
0,0,5,3,0,0,5,7,1
0,5,3,1,0,5,7,2,3
5,3,1,3,5,7,2,2,4
3,1,3,4,7,2,2,4,5
1,3,4,5,2,2,4,4,3
3,4,5,3,2,4,4,4,1
4,5,3,1,4,4,4,5,4
5,3,1,4,4,4,5,3,2
3,1,4,2,4,5,3,3,5
1,4,2,5,5,3,3,3,4
4,2,5,4,3,3,3,4,5
2,5,4,5,3,3,4,5,8
5,4,5,8,3,4,5,4,10
4,5,8,10,4,5,4,4,10
5,8,10,10,5,4,4,4,19
8,10,10,19,4,4,4,4,19
10,10,19,19,4,4,4,8,24
10,19,19,24,4,4,8,5,25
19,19,24,25,4,8,5,4,29
19,24,25,29,8,5,4,5,37
24,25,29,37,5,4,5,5,35
25,29,37,35,4,5,5,4,41
29,37,35,41,5,5,4,5,44
37,35,41,44,5,4,5,4,50
35,41,44,50,4,5,4,6,48
41,44,50,48,5,4,6,7,51
44,50,48,51,4,6,7,7,61
50,48,51,61,6,7,7,7,62
48,51,61,62,7,7,7,8,67
51,61,62,67,7,7,8,8,63
61,62,67,63,7,8,8,4,70
62,67,63,70,8,8,4,6,60
67,63,70,60,8,4,6,7,64
63,70,60,64,4,6,7,6,57
70,60,64,57,6,7,6,5,52
60,64,57,52,7,6,5,6,48
64,57,52,48,6,5,6,6,49
57,52,48,49,5,6,6,7,39
52,48,49,39,6,6,7,6,36
48,49,39,36,6,7,6,7,34
49,39,36,34,7,6,7,7,33
39,36,34,33,6,7,7,7,22
36,34,33,22,7,7,7,6,28
34,33,22,28,7,7,6,7,15
33,22,28,15,7,6,7,5,10
22,28,15,10,6,7,5,5,8
28,15,10,8,7,5,5,4,3
15,10,8,3,5,5,4,3,1
10,8,3,1,5,4,3,6,0
8,3,1,0,4,3,6,0,2
3,1,0,2,3,6,0,6,1
1,0,2,1,6,0,6,3,1
0,2,1,1,0,6,3,3,1
2,1,1,1,6,3,3,3,1
1,1,1,1,3,3,3,3,0
1,1,1,0,3,3,3,0,0
1,1,0,0,3,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,1
2,0,0,1,3,0,0,3,0
0,0,1,0,0,0,3,0,2
0,1,0,2,0,3,0,2,0
1,0,2,0,3,0,2,0,0
0,2,0,0,0,2,0,0,1
2,0,0,1,2,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,5,0
0,0,3,0,0,0,5,0,0
0,3,0,0,0,5,0,0,0
3,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5
0,0,0,5,0,0,0,3,5
0,0,5,5,0,0,3,4,1
0,5,5,1,0,3,4,5,5
5,5,1,5,3,4,5,4,5
5,1,5,5,4,5,4,4,7
1,5,5,7,5,4,4,4,4
5,5,7,4,4,4,4,3,4
5,7,4,4,4,4,3,3,5
7,4,4,5,4,3,3,3,5
4,4,5,5,3,3,3,3,5
4,5,5,5,3,3,3,4,7
5,5,5,7,3,3,4,3,9
5,5,7,9,3,4,3,3,10
5,7,9,10,4,3,3,4,14
7,9,10,14,3,3,4,3,15
9,10,14,15,3,4,3,3,26
10,14,15,26,4,3,3,3,22
14,15,26,22,3,3,3,3,38
15,26,22,38,3,3,3,3,33
26,22,38,33,3,3,3,3,40
22,38,33,40,3,3,3,3,47
38,33,40,47,3,3,3,4,59
33,40,47,59,3,3,4,4,54
40,47,59,54,3,4,4,4,63
47,59,54,63,4,4,4,7,66
59,54,63,66,4,4,7,8,72
54,63,66,72,4,7,8,6,71
63,66,72,71,7,8,6,5,92
66,72,71,92,8,6,5,6,85
72,71,92,85,6,5,6,7,92
71,92,85,92,5,6,7,6,90
92,85,92,90,6,7,6,6,91
85,92,90,91,7,6,6,6,88
92,90,91,88,6,6,6,6,78
90,91,88,78,6,6,6,4,91
91,88,78,91,6,6,4,7,74
88,78,91,74,6,4,7,6,63
78,91,74,63,4,7,6,4,65
91,74,63,65,7,6,4,6,52
74,63,65,52,6,4,6,4,54
63,65,52,54,4,6,4,4,54
65,52,54,54,6,4,4,4,41
52,54,54,41,4,4,4,4,36
54,54,41,36,4,4,4,4,32
54,41,36,32,4,4,4,4,26
41,36,32,26,4,4,4,5,14
36,32,26,14,4,4,5,6,8
32,26,14,8,4,5,6,4,5
26,14,8,5,5,6,4,4,2
14,8,5,2,6,4,4,3,1
8,5,2,1,4,4,3,1,3
5,2,1,3,4,3,1,4,0
2,1,3,0,3,1,4,0,1
1,3,0,1,1,4,0,4,1
3,0,1,1,4,0,4,4,1
0,1,1,1,0,4,4,6,0
1,1,1,0,4,4,6,0,0
1,1,0,0,4,6,0,0,0
1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,6,0
0,0,2,0,0,0,6,0,0
0,2,0,0,0,6,0,0,1
2,0,0,1,6,0,0,4,0
0,0,1,0,0,0,4,0,2
