x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,y-count
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,2,7,2,0,0,2,4,0,0,0,0,0,6,0,0,0,4,0
1,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,2,4,0,0,0,0,0,6,0,0,0,4,0,0
0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,6,0,0,0,4,0,0,0
0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0
1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0
1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1
0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,7,0
0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,7,0,0
0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,7,0,0,0
0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0
3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,1
0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,4,6
0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,7,4,0,4,0,4,4,7
0,0,0,0,0,0,0,0,3,1,0,1,0,1,6,7,0,0,0,0,0,0,0,0,7,4,0,4,0,4,4,5,6
0,0,0,0,0,0,0,3,1,0,1,0,1,6,7,6,0,0,0,0,0,0,0,7,4,0,4,0,4,4,5,6,7
0,0,0,0,0,0,3,1,0,1,0,1,6,7,6,7,0,0,0,0,0,0,7,4,0,4,0,4,4,5,6,6,7
0,0,0,0,0,3,1,0,1,0,1,6,7,6,7,7,0,0,0,0,0,7,4,0,4,0,4,4,5,6,6,4,8
0,0,0,0,3,1,0,1,0,1,6,7,6,7,7,8,0,0,0,0,7,4,0,4,0,4,4,5,6,6,4,3,9
0,0,0,3,1,0,1,0,1,6,7,6,7,7,8,9,0,0,0,7,4,0,4,0,4,4,5,6,6,4,3,4,11
0,0,3,1,0,1,0,1,6,7,6,7,7,8,9,11,0,0,7,4,0,4,0,4,4,5,6,6,4,3,4,7,19
0,3,1,0,1,0,1,6,7,6,7,7,8,9,11,19,0,7,4,0,4,0,4,4,5,6,6,4,3,4,7,3,19
3,1,0,1,0,1,6,7,6,7,7,8,9,11,19,19,7,4,0,4,0,4,4,5,6,6,4,3,4,7,3,3,27
1,0,1,0,1,6,7,6,7,7,8,9,11,19,19,27,4,0,4,0,4,4,5,6,6,4,3,4,7,3,3,4,33
0,1,0,1,6,7,6,7,7,8,9,11,19,19,27,33,0,4,0,4,4,5,6,6,4,3,4,7,3,3,4,4,40
1,0,1,6,7,6,7,7,8,9,11,19,19,27,33,40,4,0,4,4,5,6,6,4,3,4,7,3,3,4,4,4,43
0,1,6,7,6,7,7,8,9,11,19,19,27,33,40,43,0,4,4,5,6,6,4,3,4,7,3,3,4,4,4,5,48
1,6,7,6,7,7,8,9,11,19,19,27,33,40,43,48,4,4,5,6,6,4,3,4,7,3,3,4,4,4,5,5,60
6,7,6,7,7,8,9,11,19,19,27,33,40,43,48,60,4,5,6,6,4,3,4,7,3,3,4,4,4,5,5,5,66
7,6,7,7,8,9,11,19,19,27,33,40,43,48,60,66,5,6,6,4,3,4,7,3,3,4,4,4,5,5,5,4,65
6,7,7,8,9,11,19,19,27,33,40,43,48,60,66,65,6,6,4,3,4,7,3,3,4,4,4,5,5,5,4,8,72
7,7,8,9,11,19,19,27,33,40,43,48,60,66,65,72,6,4,3,4,7,3,3,4,4,4,5,5,5,4,8,3,77
7,8,9,11,19,19,27,33,40,43,48,60,66,65,72,77,4,3,4,7,3,3,4,4,4,5,5,5,4,8,3,4,82
8,9,11,19,19,27,33,40,43,48,60,66,65,72,77,82,3,4,7,3,3,4,4,4,5,5,5,4,8,3,4,6,93
9,11,19,19,27,33,40,43,48,60,66,65,72,77,82,93,4,7,3,3,4,4,4,5,5,5,4,8,3,4,6,4,99
11,19,19,27,33,40,43,48,60,66,65,72,77,82,93,99,7,3,3,4,4,4,5,5,5,4,8,3,4,6,4,4,95
19,19,27,33,40,43,48,60,66,65,72,77,82,93,99,95,3,3,4,4,4,5,5,5,4,8,3,4,6,4,4,6,114
19,27,33,40,43,48,60,66,65,72,77,82,93,99,95,114,3,4,4,4,5,5,5,4,8,3,4,6,4,4,6,5,107
27,33,40,43,48,60,66,65,72,77,82,93,99,95,114,107,4,4,4,5,5,5,4,8,3,4,6,4,4,6,5,4,110
33,40,43,48,60,66,65,72,77,82,93,99,95,114,107,110,4,4,5,5,5,4,8,3,4,6,4,4,6,5,4,4,103
40,43,48,60,66,65,72,77,82,93,99,95,114,107,110,103,4,5,5,5,4,8,3,4,6,4,4,6,5,4,4,6,99
43,48,60,66,65,72,77,82,93,99,95,114,107,110,103,99,5,5,5,4,8,3,4,6,4,4,6,5,4,4,6,6,100
48,60,66,65,72,77,82,93,99,95,114,107,110,103,99,100,5,5,4,8,3,4,6,4,4,6,5,4,4,6,6,5,84
60,66,65,72,77,82,93,99,95,114,107,110,103,99,100,84,5,4,8,3,4,6,4,4,6,5,4,4,6,6,5,5,84
66,65,72,77,82,93,99,95,114,107,110,103,99,100,84,84,4,8,3,4,6,4,4,6,5,4,4,6,6,5,5,4,71
65,72,77,82,93,99,95,114,107,110,103,99,100,84,84,71,8,3,4,6,4,4,6,5,4,4,6,6,5,5,4,4,64
72,77,82,93,99,95,114,107,110,103,99,100,84,84,71,64,3,4,6,4,4,6,5,4,4,6,6,5,5,4,4,4,69
77,82,93,99,95,114,107,110,103,99,100,84,84,71,64,69,4,6,4,4,6,5,4,4,6,6,5,5,4,4,4,3,56
82,93,99,95,114,107,110,103,99,100,84,84,71,64,69,56,6,4,4,6,5,4,4,6,6,5,5,4,4,4,3,2,52
93,99,95,114,107,110,103,99,100,84,84,71,64,69,56,52,4,4,6,5,4,4,6,6,5,5,4,4,4,3,2,6,45
99,95,114,107,110,103,99,100,84,84,71,64,69,56,52,45,4,6,5,4,4,6,6,5,5,4,4,4,3,2,6,4,40
95,114,107,110,103,99,100,84,84,71,64,69,56,52,45,40,6,5,4,4,6,6,5,5,4,4,4,3,2,6,4,5,29
114,107,110,103,99,100,84,84,71,64,69,56,52,45,40,29,5,4,4,6,6,5,5,4,4,4,3,2,6,4,5,6,15
107,110,103,99,100,84,84,71,64,69,56,52,45,40,29,15,4,4,6,6,5,5,4,4,4,3,2,6,4,5,6,6,12
110,103,99,100,84,84,71,64,69,56,52,45,40,29,15,12,4,6,6,5,5,4,4,4,3,2,6,4,5,6,6,9,7
103,99,100,84,84,71,64,69,56,52,45,40,29,15,12,7,6,6,5,5,4,4,4,3,2,6,4,5,6,6,9,3,0
99,100,84,84,71,64,69,56,52,45,40,29,15,12,7,0,6,5,5,4,4,4,3,2,6,4,5,6,6,9,3,0,2
100,84,84,71,64,69,56,52,45,40,29,15,12,7,0,2,5,5,4,4,4,3,2,6,4,5,6,6,9,3,0,3,0
84,84,71,64,69,56,52,45,40,29,15,12,7,0,2,0,5,4,4,4,3,2,6,4,5,6,6,9,3,0,3,0,1
84,71,64,69,56,52,45,40,29,15,12,7,0,2,0,1,4,4,4,3,2,6,4,5,6,6,9,3,0,3,0,3,0
71,64,69,56,52,45,40,29,15,12,7,0,2,0,1,0,4,4,3,2,6,4,5,6,6,9,3,0,3,0,3,0,0
64,69,56,52,45,40,29,15,12,7,0,2,0,1,0,0,4,3,2,6,4,5,6,6,9,3,0,3,0,3,0,0,1
69,56,52,45,40,29,15,12,7,0,2,0,1,0,0,1,3,2,6,4,5,6,6,9,3,0,3,0,3,0,0,3,0
56,52,45,40,29,15,12,7,0,2,0,1,0,0,1,0,2,6,4,5,6,6,9,3,0,3,0,3,0,0,3,0,1
52,45,40,29,15,12,7,0,2,0,1,0,0,1,0,1,6,4,5,6,6,9,3,0,3,0,3,0,0,3,0,3,0
45,40,29,15,12,7,0,2,0,1,0,0,1,0,1,0,4,5,6,6,9,3,0,3,0,3,0,0,3,0,3,0,0
40,29,15,12,7,0,2,0,1,0,0,1,0,1,0,0,5,6,6,9,3,0,3,0,3,0,0,3,0,3,0,0,0
29,15,12,7,0,2,0,1,0,0,1,0,1,0,0,0,6,6,9,3,0,3,0,3,0,0,3,0,3,0,0,0,0
15,12,7,0,2,0,1,0,0,1,0,1,0,0,0,0,6,9,3,0,3,0,3,0,0,3,0,3,0,0,0,0,3
12,7,0,2,0,1,0,0,1,0,1,0,0,0,0,3,9,3,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0
7,0,2,0,1,0,0,1,0,1,0,0,0,0,3,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,2
0,2,0,1,0,0,1,0,1,0,0,0,0,3,0,2,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0
2,0,1,0,0,1,0,1,0,0,0,0,3,0,2,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0,0
0,1,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0
1,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0
0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,1
0,1,0,1,0,0,0,0,3,0,2,0,0,0,0,1,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,1
1,0,1,0,0,0,0,3,0,2,0,0,0,0,1,1,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,1
0,1,0,0,0,0,3,0,2,0,0,0,0,1,1,1,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0
1,0,0,0,0,3,0,2,0,0,0,0,1,1,1,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0
0,0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0
0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0
0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,1
0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0
3,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0
0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0
2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,2
0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,3,0
0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,3,0,0
0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,3,0,0,0
0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,3,0,0,0,1
1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,3,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0
1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0
1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,1
0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0
0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0
0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,1
0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,1
0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3,0
0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0
2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,1
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,3,0
0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,3,0,0
0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,3,0,0,1
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,3,0,0,0,3,3,0,0,3,0,0,3,0
0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,3,0,0
0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,3,0,0,2
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,0,3,0,0,0,3,3,0,0,3,0,0,3,0,0,3,7
1,0,0,0,1,1,0,0,1,0,0,1,0,0,2,7,3,0,0,0,3,3,0,0,3,0,0,3,0,0,3,3,8
0,0,0,1,1,0,0,1,0,0,1,0,0,2,7,8,0,0,0,3,3,0,0,3,0,0,3,0,0,3,3,3,7
0,0,1,1,0,0,1,0,0,1,0,0,2,7,8,7,0,0,3,3,0,0,3,0,0,3,0,0,3,3,3,2,3
0,1,1,0,0,1,0,0,1,0,0,2,7,8,7,3,0,3,3,0,0,3,0,0,3,0,0,3,3,3,2,1,8
1,1,0,0,1,0,0,1,0,0,2,7,8,7,3,8,3,3,0,0,3,0,0,3,0,0,3,3,3,2,1,1,6
1,0,0,1,0,0,1,0,0,2,7,8,7,3,8,6,3,0,0,3,0,0,3,0,0,3,3,3,2,1,1,1,9
0,0,1,0,0,1,0,0,2,7,8,7,3,8,6,9,0,0,3,0,0,3,0,0,3,3,3,2,1,1,1,1,9
0,1,0,0,1,0,0,2,7,8,7,3,8,6,9,9,0,3,0,0,3,0,0,3,3,3,2,1,1,1,1,1,9
1,0,0,1,0,0,2,7,8,7,3,8,6,9,9,9,3,0,0,3,0,0,3,3,3,2,1,1,1,1,1,2,11
0,0,1,0,0,2,7,8,7,3,8,6,9,9,9,11,0,0,3,0,0,3,3,3,2,1,1,1,1,1,2,7,13
0,1,0,0,2,7,8,7,3,8,6,9,9,9,11,13,0,3,0,0,3,3,3,2,1,1,1,1,1,2,7,1,23
1,0,0,2,7,8,7,3,8,6,9,9,9,11,13,23,3,0,0,3,3,3,2,1,1,1,1,1,2,7,1,1,23
0,0,2,7,8,7,3,8,6,9,9,9,11,13,23,23,0,0,3,3,3,2,1,1,1,1,1,2,7,1,1,4,33
0,2,7,8,7,3,8,6,9,9,9,11,13,23,23,33,0,3,3,3,2,1,1,1,1,1,2,7,1,1,4,6,36
2,7,8,7,3,8,6,9,9,9,11,13,23,23,33,36,3,3,3,2,1,1,1,1,1,2,7,1,1,4,6,2,52
7,8,7,3,8,6,9,9,9,11,13,23,23,33,36,52,3,3,2,1,1,1,1,1,2,7,1,1,4,6,2,2,47
8,7,3,8,6,9,9,9,11,13,23,23,33,36,52,47,3,2,1,1,1,1,1,2,7,1,1,4,6,2,2,5,61
7,3,8,6,9,9,9,11,13,23,23,33,36,52,47,61,2,1,1,1,1,1,2,7,1,1,4,6,2,2,5,6,69
3,8,6,9,9,9,11,13,23,23,33,36,52,47,61,69,1,1,1,1,1,2,7,1,1,4,6,2,2,5,6,5,75
8,6,9,9,9,11,13,23,23,33,36,52,47,61,69,75,1,1,1,1,2,7,1,1,4,6,2,2,5,6,5,6,82
6,9,9,9,11,13,23,23,33,36,52,47,61,69,75,82,1,1,1,2,7,1,1,4,6,2,2,5,6,5,6,7,82
9,9,9,11,13,23,23,33,36,52,47,61,69,75,82,82,1,1,2,7,1,1,4,6,2,2,5,6,5,6,7,5,95
9,9,11,13,23,23,33,36,52,47,61,69,75,82,82,95,1,2,7,1,1,4,6,2,2,5,6,5,6,7,5,7,111
9,11,13,23,23,33,36,52,47,61,69,75,82,82,95,111,2,7,1,1,4,6,2,2,5,6,5,6,7,5,7,5,102
11,13,23,23,33,36,52,47,61,69,75,82,82,95,111,102,7,1,1,4,6,2,2,5,6,5,6,7,5,7,5,5,120
13,23,23,33,36,52,47,61,69,75,82,82,95,111,102,120,1,1,4,6,2,2,5,6,5,6,7,5,7,5,5,5,115
23,23,33,36,52,47,61,69,75,82,82,95,111,102,120,115,1,4,6,2,2,5,6,5,6,7,5,7,5,5,5,6,134
23,33,36,52,47,61,69,75,82,82,95,111,102,120,115,134,4,6,2,2,5,6,5,6,7,5,7,5,5,5,6,5,129
33,36,52,47,61,69,75,82,82,95,111,102,120,115,134,129,6,2,2,5,6,5,6,7,5,7,5,5,5,6,5,4,135
36,52,47,61,69,75,82,82,95,111,102,120,115,134,129,135,2,2,5,6,5,6,7,5,7,5,5,5,6,5,4,4,120
52,47,61,69,75,82,82,95,111,102,120,115,134,129,135,120,2,5,6,5,6,7,5,7,5,5,5,6,5,4,4,4,114
47,61,69,75,82,82,95,111,102,120,115,134,129,135,120,114,5,6,5,6,7,5,7,5,5,5,6,5,4,4,4,6,125
61,69,75,82,82,95,111,102,120,115,134,129,135,120,114,125,6,5,6,7,5,7,5,5,5,6,5,4,4,4,6,5,108
69,75,82,82,95,111,102,120,115,134,129,135,120,114,125,108,5,6,7,5,7,5,5,5,6,5,4,4,4,6,5,7,92
75,82,82,95,111,102,120,115,134,129,135,120,114,125,108,92,6,7,5,7,5,5,5,6,5,4,4,4,6,5,7,6,90
82,82,95,111,102,120,115,134,129,135,120,114,125,108,92,90,7,5,7,5,5,5,6,5,4,4,4,6,5,7,6,5,72
82,95,111,102,120,115,134,129,135,120,114,125,108,92,90,72,5,7,5,5,5,6,5,4,4,4,6,5,7,6,5,4,88
95,111,102,120,115,134,129,135,120,114,125,108,92,90,72,88,7,5,5,5,6,5,4,4,4,6,5,7,6,5,4,6,61
111,102,120,115,134,129,135,120,114,125,108,92,90,72,88,61,5,5,5,6,5,4,4,4,6,5,7,6,5,4,6,5,65
102,120,115,134,129,135,120,114,125,108,92,90,72,88,61,65,5,5,6,5,4,4,4,6,5,7,6,5,4,6,5,6,49
120,115,134,129,135,120,114,125,108,92,90,72,88,61,65,49,5,6,5,4,4,4,6,5,7,6,5,4,6,5,6,7,54
115,134,129,135,120,114,125,108,92,90,72,88,61,65,49,54,6,5,4,4,4,6,5,7,6,5,4,6,5,6,7,6,36
134,129,135,120,114,125,108,92,90,72,88,61,65,49,54,36,5,4,4,4,6,5,7,6,5,4,6,5,6,7,6,6,15
129,135,120,114,125,108,92,90,72,88,61,65,49,54,36,15,4,4,4,6,5,7,6,5,4,6,5,6,7,6,6,3,15
135,120,114,125,108,92,90,72,88,61,65,49,54,36,15,15,4,4,6,5,7,6,5,4,6,5,6,7,6,6,3,6,7
120,114,125,108,92,90,72,88,61,65,49,54,36,15,15,7,4,6,5,7,6,5,4,6,5,6,7,6,6,3,6,7,0
114,125,108,92,90,72,88,61,65,49,54,36,15,15,7,0,6,5,7,6,5,4,6,5,6,7,6,6,3,6,7,0,2
125,108,92,90,72,88,61,65,49,54,36,15,15,7,0,2,5,7,6,5,4,6,5,6,7,6,6,3,6,7,0,3,0
108,92,90,72,88,61,65,49,54,36,15,15,7,0,2,0,7,6,5,4,6,5,6,7,6,6,3,6,7,0,3,0,1
92,90,72,88,61,65,49,54,36,15,15,7,0,2,0,1,6,5,4,6,5,6,7,6,6,3,6,7,0,3,0,3,0
90,72,88,61,65,49,54,36,15,15,7,0,2,0,1,0,5,4,6,5,6,7,6,6,3,6,7,0,3,0,3,0,0
72,88,61,65,49,54,36,15,15,7,0,2,0,1,0,0,4,6,5,6,7,6,6,3,6,7,0,3,0,3,0,0,1
88,61,65,49,54,36,15,15,7,0,2,0,1,0,0,1,6,5,6,7,6,6,3,6,7,0,3,0,3,0,0,3,1
61,65,49,54,36,15,15,7,0,2,0,1,0,0,1,1,5,6,7,6,6,3,6,7,0,3,0,3,0,0,3,3,0
65,49,54,36,15,15,7,0,2,0,1,0,0,1,1,0,6,7,6,6,3,6,7,0,3,0,3,0,0,3,3,0,0
49,54,36,15,15,7,0,2,0,1,0,0,1,1,0,0,7,6,6,3,6,7,0,3,0,3,0,0,3,3,0,0,0
54,36,15,15,7,0,2,0,1,0,0,1,1,0,0,0,6,6,3,6,7,0,3,0,3,0,0,3,3,0,0,0,0
36,15,15,7,0,2,0,1,0,0,1,1,0,0,0,0,6,3,6,7,0,3,0,3,0,0,3,3,0,0,0,0,0
15,15,7,0,2,0,1,0,0,1,1,0,0,0,0,0,3,6,7,0,3,0,3,0,0,3,3,0,0,0,0,0,3
15,7,0,2,0,1,0,0,1,1,0,0,0,0,0,3,6,7,0,3,0,3,0,0,3,3,0,0,0,0,0,6,0
7,0,2,0,1,0,0,1,1,0,0,0,0,0,3,0,7,0,3,0,3,0,0,3,3,0,0,0,0,0,6,0,2
0,2,0,1,0,0,1,1,0,0,0,0,0,3,0,2,0,3,0,3,0,0,3,3,0,0,0,0,0,6,0,6,0
2,0,1,0,0,1,1,0,0,0,0,0,3,0,2,0,3,0,3,0,0,3,3,0,0,0,0,0,6,0,6,0,0
0,1,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,6,0,0,0
1,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,6,0,0,0,1
0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,3,3,0,0,0,0,0,6,0,6,0,0,0,1,0
0,1,1,0,0,0,0,0,3,0,2,0,0,0,1,0,0,3,3,0,0,0,0,0,6,0,6,0,0,0,1,0,1
1,1,0,0,0,0,0,3,0,2,0,0,0,1,0,1,3,3,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0
1,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1
0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0
0,0,0,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0,0
0,0,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0,0,0
0,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0,0,0,0
0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0
3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
